"glad
","zadowolony
"
"apologies
","przeprosiny
"
"fellow-teachers
","koledzy-nauczyciele
"
"mammon
","mamona
"
"over-much
","zbytnio
"
"terror
","terror
"
"talisman
","talizman
"
"mutiny
","bunt
"
"contagion
","zakażenie
"
"restor
","restor
"
"enclose
","ująć
"
"bones
","kości
"
"stiller
","spokojniejszy
"
"mattered
","miało znaczenie
"
"chores
","posługi
"
"knocker
","kołatka
"
"once
","pewnego razu
"
"uplifted
","podniesiony
"
"window-blind
","roleta okienna
"
"veiling
","woalka
"
"expert
","ekspert
"
"scrounge
","wyżebrać
"
"nought
","nic
"
"friend
","przyjaciel
"
"fee
","opłata
"
"wrongit
","źle
"
"infallible
","nieomylny
"
"expedient
","korzystny
"
"uncalled
","nieuzasadnione
"
"comewhatever
","przyjdź cokolwiek
"
"ape
","małpa
"
"psychology
","psychologia
"
"ice-cream
","lody
"
"forgiveness
","przebaczenie
"
"solus
","solus
"
"wringing
","wykręcając
"
"wanderings
","wędrówki
"
"oven
","piekarnik
"
"carry
","nieść
"
"ye
","człek
"
"perpetual
","wieczny
"
"bode
","wróżyć
"
"vernacularly
","wernakularnie
"
"agobertha
","agobertha
"
"delayed
","opóźniony
"
"fostering
","wychowanie
"
"frocksthey
","frocksthey
"
"obscurity
","zapomnienie
"
"defeated
","pokonany
"
"audible
","słyszalny
"
"owes
","winien
"
"receiving
","odbieranie
"
"younger
","Młodszy
"
"tenderly
","delikatnie
"
"outwhether
","outwhether
"
"he'll
","piekło
"
"conversational
","konwersacyjny
"
"siror
","proszę pana
"
"wronged
","skrzywdzony
"
"necessarily
","koniecznie
"
"turbans
","turbany
"
"girandoles
","girandoles
"
"saga
","saga
"
"joyand
","radość i
"
"untiringly
","niestrudzenie
"
"niche
","nisza
"
"interesting
","ciekawy
"
"partaken
","brał udział
"
"sorrowful
","smutny
"
"beget
","zrodzić
"
"yard-gates
","bramy podwórzowe
"
"overtaxed
","przeciążony
"
"uncurtained
","bez zasłon
"
"continuing
","kontynuacja
"
"moiety
","ugrupowanie
"
"imaginary
","wyimaginowany
"
"importuned
","natrętny
"
"harvest-day
","dzień żniw
"
"unfeeling
","bezduszny
"
"reaction
","reakcja
"
"louisa
","louisa
"
"described
","opisane
"
"pans
","patelnie
"
"orthodox
","prawosławny
"
"dependants
","ludzie
"
"handsomely
","ładnie
"
"throwing
","rzucanie
"
"lion-like
","podobny do lwa
"
"solomon
","Salomona
"
"slightest
","najmniejszy
"
"spoony
","głupawy
"
"iwho
","iwho
"
"disarrange
","dezorganizować
"
"yestry
","dawniej
"
"bore
","nudziarz
"
"pim
","pim
"
"declaration
","deklaracja
"
"henceforth
","odtąd
"
"helping
","porcja jedzenia
"
"violate
","naruszać
"
"dozen
","tuzin
"
"breathings
","oddechy
"
"soothingly
","kojąco
"
"consistent
","zgodny
"
"scrutinise
","lustrować
"
"augustus
","augustus
"
"beck
","skinienie
"
"impressiona
","Impresja
"
"chimed
","zadzwonił
"
"attained
","osiągnięty
"
"ignis-fatus-like
","ignis-fatus-like
"
"coral
","koral
"
"spy
","szpieg
"
"troublesome
","kłopotliwy
"
"tenez
","tenez
"
"withdrawn
","wycofane
"
"superiors
","przełożeni
"
"famished
","głodny
"
"patted
","poklepał
"
"promising
","obiecujący
"
"gape
","rozwarcie
"
"hopemy
","hopemy
"
"stunneri
","stunneri
"
"lambs
","jagnięta
"
"promptly
","natychmiast
"
"hypocrisy
","hipokryzja
"
"pearly
","perłowy
"
"pep
","werwa
"
"fleshy
","mięsisty
"
"optimism
","optymizm
"
"devoured
","pożarty
"
"palmistry
","chiromancja
"
"stores
","sklepy
"
"wagners
","wagners
"
"beds
","łóżka
"
"beggar-woman
","żebraczka
"
"plump
","pulchny
"
"unnatural
","nienaturalny
"
"hardihood
","bezwstyd
"
"disapprobation
","dezaprobata
"
"snugness
","przytulność
"
"giver
","dawca
"
"fellow-beings
","bliźni
"
"good-tempered
","opanowany
"
"removed
","oddalony
"
"yearning
","tęsknota
"
"finely
","delikatnie
"
"sad
","smutny
"
"barber
","fryzjer
"
"anti-jewish
","antyżydowski
"
"costs
","koszty
"
"dutch
","holenderski
"
"empire
","imperium
"
"linings
","podszewki
"
"harmonised
","zharmonizowane
"
"kindly
","uprzejmie
"
"cui
","cui
"
"plenteous
","bogaty
"
"kinder
","miły
"
"gz's
","gz's
"
"fancy
","fantazyjny
"
"plying
","kursowanie
"
"lugging
","taszcze
"
"might
","moc
"
"inscribed
","wpisany
"
"whereat
","gdzie co
"
"butted
","cieniowana
"
"wonders
","cuda
"
"army
","armia
"
"piccalilli
","piccalilli
"
"night
","noc
"
"staturestraight
","postura prosta
"
"agreeably
","przyjemnie
"
"recorded
","nagrany
"
"medemblik
","medemblik
"
"messrs
","messrs
"
"sill
","próg
"
"hearing
","przesłuchanie
"
"spindly
","wrzecionowaty
"
"stipulating
","zastrzegając
"
"controlling
","kontrolowanie
"
"pursuit
","pościg
"
"manifested
","zamanifestowany
"
"murderous
","morderczy
"
"rancid
","zjełczały
"
"looks
","wygląda
"
"drover
","poganiacz
"
"smelled
","pachniał
"
"grates
","ruszty
"
"fogey
","stary piernik
"
"aërial
","antenowy
"
"suns
","słońca
"
"sketching
","szkicowanie
"
"awaiting
","czekam
"
"assistants
","asystenci
"
"testimonial
","zaświadczenie
"
"wallsthe
","ściany
"
"favor
","przysługa
"
"boldly
","odważnie
"
"paris
","Paryż
"
"vastly
","bardzo
"
"recrimination
","rekryminacja
"
"decided
","zdecydowany
"
"impure
","zanieczyszczony
"
"burneth
","Burneth
"
"blood
","krew
"
"father
","ojciec
"
"repairs
","remont
"
"entrusting
","powierzenie
"
"mates
","koledzy
"
"creaks
","skrzypi
"
"inundation
","zalanie
"
"elicit
","wywołać
"
"hans's
","Hansa
"
"infant
","Dziecko
"
"battle
","bitwa
"
"yesterday's
","przeszłość
"
"thought
","myśl
"
"scatterbrain
","trzpiotka
"
"pedes
","pedes
"
"bask
","wygrzać się
"
"tenanted
","najemca
"
"wrong
","źle
"
"comprehension
","zrozumienie
"
"snatch
","urywek
"
"view
","widok
"
"literature
","literatura
"
"tyrian-dyed
","barwiony tyryjczykiem
"
"whoi
","kto ja
"
"earth
","Ziemia
"
"but
","ale
"
"huff
","irytacja
"
"smooth
","gładki
"
"dispersed
","rozproszone
"
"incense
","kadzidło
"
"brotheryou
","brotheryou
"
"jittery
","roztrzęsiony
"
"joking
","żartuję
"
"ignominious
","haniebny
"
"superstitiousas
","przesądni
"
"melt
","topnieć
"
"dotted
","kropkowany
"
"blink
","migać
"
"enlarged
","powiększony
"
"winston
","winston
"
"fighting's
","walki
"
"acts
","dzieje
"
"hurtful
","bolesny
"
"deeper
","głębiej
"
"rock
","skała
"
"kindling
","podpałka
"
"throe
","boleść
"
"comparative
","porównawczy
"
"lazily
","leniwie
"
"belt
","pas
"
"nation
","naród
"
"dubbed
","dubbing
"
"certainlyunless
","z pewnością chyba że
"
"reassured
","uspokojony
"
"inexplicable
","niewytłumaczalny
"
"blue--oh
","niebieski - och
"
"corpse-like
","jak trup
"
"knife-grinders
","szlifierki do noży
"
"keener
","bystrzejszy
"
"floor
","piętro
"
"developed
","rozwinięty
"
"accept
","zaakceptować
"
"review
","przejrzeć
"
"survey
","Ankieta
"
"acquire
","nabyć
"
"hereaftergo
","dalej
"
"tangible
","namacalny
"
"unbelieving
","niewierzący
"
"exclaims
","woła
"
"felix
","felix
"
"barred
","zabroniony
"
"talons
","szpony
"
"norwegian
","norweski
"
"fazed
","speszony
"
"solitary
","samotny
"
"two-thirds
","dwie trzecie
"
"arrange
","zorganizować
"
"still
","nadal
"
"illustrated
","ilustrowany
"
"hysterics
","histerycy
"
"rhyme
","wierszyk
"
"cherry-tree
","Wiśniowe drzewo
"
"ministry
","ministerstwo
"
"doeshe
","czy on
"
"pausesfancying
","przerywa fantazyjne
"
"sting
","Żądło
"
"dip
","zanurzać
"
"mentions
","wzmianki
"
"sacred
","poświęcony
"
"finland
","Finlandia
"
"shadows
","cienie
"
"fireside
","kominek
"
"brings
","przynosi
"
"creative
","twórczy
"
"absurd
","absurdalny
"
"shove
","pchnięcie
"
"movies
","kino
"
"valuing
","wycenianie
"
"stone-blind
","ślepy jak kamień
"
"fuse
","bezpiecznik
"
"visibly
","wyraźnie
"
"followwe
","followwe
"
"wise
","mądry
"
"conning
","oszukiwać
"
"interval
","interwał
"
"josef
","josef
"
"avoid
","uniknąć
"
"remembered
","zapamiętane
"
"ive
","ive
"
"surmount
","przezwyciężać
"
"resume
","wznawianie
"
"cross-questioning
","zadawanie pytań krzyżowych
"
"hands
","ręce
"
"recommence
","wznowić
"
"board
","tablica
"
"herself
","się
"
"sleek
","gładki
"
"warms
","ogrzewa
"
"darned
","cholera
"
"despairrent
","zrozpaczony
"
"losing
","przegrywający
"
"effectwith
","Effectwith
"
"interrogated
","przesłuchiwany
"
"rented
","wynajęty
"
"peculiarly
","szczególnie
"
"daunt
","nastraszyć
"
"note
","Uwaga
"
"calculationscoolly
","obliczenia fajnie
"
"compartment
","przedział
"
"pinnacle
","szczyt
"
"hereafter
","w dalszej części
"
"pished
","pished
"
"nominally
","nominalnie
"
"spoil
","zepsuć
"
"contradicting
","sprzeczne
"
"regardlessness
","bez względu
"
"flickers
","migocze
"
"bikes
","rowery
"
"gaiety
","wesołość
"
"concepts
","koncepcje
"
"turtle-dove
","turkawka
"
"werke
","werke
"
"dedication
","poświęcenie
"
"matronly
","stateczna
"
"chanted
","skandował
"
"vice
","wice
"
"agreed
","Zgoda
"
"ghastliness
","upiorność
"
"talkative
","gadatliwy
"
"instinct
","instynkt
"
"sacques
","sacques
"
"daunted
","onieśmielony
"
"superstitiously
","przesądnie
"
"scratch
","zadraśnięcie
"
"unexpected
","niespodziewany
"
"lozenged
","pastylki do ssania
"
"statements
","sprawozdania
"
"measly
","nędzny
"
"christian
","chrześcijanin
"
"room
","Pokój
"
"gemwhere
","gemwhere
"
"julia
","julia
"
"accustom
","przyzwyczaić
"
"weapons
","bronie
"
"conquerors
","zdobywcy
"
"considers
","rozważa
"
"freshness
","świeżość
"
"many
","wiele
"
"inot
","ja nie
"
"brocklehurst
","brocklehurst
"
"gouvernante
","gouvernante
"
"youtherefore
","dlatego
"
"confide
","zwierzać
"
"burying
","grzebanie
"
"moulded
","uformowany
"
"complexion
","cera
"
"omega
","omega
"
"treacherous
","zdradziecki
"
"infirm
","niedołężny
"
"electricity
","Elektryczność
"
"unprepared
","nieprzygotowany
"
"educating
","wychowanie
"
"labor
","rodzić
"
"after
","po
"
"also
","również
"
"rations
","racje żywnościowe
"
"magnanimous
","wspaniałomyślny
"
"gentlemens
","panowie
"
"dipper
","zgłębnik
"
"indicated
","wskazany
"
"restricted
","ograniczony
"
"drinking
","picie
"
"discriminate
","dyskryminować
"
"hardness
","twardość
"
"ticked
","zaznaczone
"
"majestically
","majestatycznie
"
"twinkled
","migotały
"
"supper-trays
","tace na kolacje
"
"stools
","stołki
"
"shrewd
","sprytny
"
"degrade
","degradować
"
"contentedly
","z zadowoleniem
"
"elate
","podniecać
"
"wagging
","machanie
"
"mine
","mój
"
"repairing
","naprawa
"
"renews
","odnawia
"
"nevertheless
","Niemniej jednak
"
"tribute
","hołd
"
"glow
","poświata
"
"discerned
","dostrzegalny
"
"dissipationnever
","rozpraszanie nigdy
"
"tall
","wysoki
"
"terms
","warunki
"
"deceived
","oszukany
"
"needful
","potrzebny
"
"nicer
","ładniejszy
"
"distraught
","oszalały
"
"flooding
","powódź
"
"rosy
","różany
"
"staid
","stateczny
"
"apprehensivei
","apprehensivei
"
"tide
","fala
"
"mix
","mieszać
"
"tact
","takt
"
"mornings
","poranki
"
"edification
","pozytywny wpływ
"
"wits
","rozum
"
"fiddle
","skrzypce
"
"vacant
","pusty
"
"insolence
","bezczelność
"
"impress
","imponować
"
"alert
","alarm
"
"bitternothing
","bąk
"
"instruction
","instrukcja
"
"enjoyment
","przyjemność
"
"laughlow
","śmiać się wolno
"
"reverenced
","czczony
"
"hearth
","ognisko
"
"departing
","odlatuje
"
"prostrating
","kłaniając się
"
"pupil
","uczeń
"
"kinswomen
","krewniaki
"
"middle-age
","średni wiek
"
"easy
","łatwo
"
"trackless
","dziewiczy
"
"predominate
","dominować
"
"sinner
","grzesznik
"
"mourn
","opłakiwać
"
"red-letter
","czerwony list
"
"lagging
","otulina
"
"lent
","Wielki Post
"
"ancient
","starożytny
"
"intervened
","interweniował
"
"vengeance
","zemsta
"
"accommodation
","nocleg
"
"hungry
","głodny
"
"grimaceand
","grymas i
"
"heracknowledged
","ją potwierdził
"
"lover
","kochanek
"
"neckhandkerchief
","chusteczka na szyję
"
"recommended
","Zalecana
"
"dissent
","bunt
"
"interestfifty
","procentowo
"
"browsed
","przeglądane
"
"brightscoured
","brightscoured
"
"spain
","Hiszpania
"
"accost
","zaczepić
"
"drilled
","wiercone
"
"friendship
","przyjaźń
"
"ferocityif
","zaciekłośćif
"
"drawing-box
","pudełko kreślarskie
"
"crumbling
","rozpadać się
"
"snow-drops
","krople śniegu
"
"wave-girt
","opaska falowa
"
"sneaked
","zakradł się
"
"existence
","istnienie
"
"moor
","cumować
"
"formally
","formalnie
"
"carries
","niesie
"
"background
","tło
"
"peremptorily
","stanowczo
"
"captious
","zdradliwy
"
"le
","le
"
"tearing
","rozdzierający
"
"followershousebreakers
","followershousebreakers
"
"apostlei
","apostlei
"
"press
","naciśnij
"
"obviously
","oczywiście
"
"addressed
","zaadresowany
"
"enlightenedeager
","entuzjastyczny oświecony
"
"stature
","wzrost
"
"forebore
","znosić
"
"implied
","ukryty
"
"wine-merchant
","Kupiec wina
"
"ghost
","duch
"
"inmate
","więzień
"
"cultivation
","uprawa
"
"gap
","luka
"
"flock
","trzoda
"
"burnished
","oksydowane
"
"perpetrator
","sprawca
"
"ahshe
","ahshe
"
"upper
","górny
"
"relation
","relacja
"
"unresentful
","nieobecny
"
"scorned
","wzgardzony
"
"théâtre
","teatr
"
"aspirant
","aspirant
"
"until
","aż do
"
"trod
","deptał
"
"hide
","ukryć
"
"fatherly
","ojcowski
"
"restless
","niespokojny
"
"honesly
","czysto
"
"disgusts
","obrzydzenia
"
"sustain
","ponieść
"
"swept
","zmieciony
"
"eminent
","wybitny
"
"cheating
","oszukiwanie
"
"feard
","feard
"
"rainbow
","tęcza
"
"adolescent
","dorastający
"
"winning
","zwycięski
"
"decorated
","ozdobiony
"
"joins
","łączy
"
"bestow
","obdarzyć
"
"equivocal
","dwuznaczny
"
"squander
","zmarnować
"
"photograph
","fotografia
"
"terror-struck
","przerażony
"
"shared
","udostępniony
"
"martyr
","męczennik
"
"unreservedly
","bez zastrzeżeń
"
"aftereffects
","po efektach
"
"distinguish
","rozróżniać
"
"sports
","Sporty
"
"sits
","siedzi
"
"childer
","dziecko
"
"beside
","oprócz
"
"kugler's
","kugler's
"
"checkedforced
","sprawdzone wymuszone
"
"trivial
","trywialny
"
"stared
","gapił się
"
"condescension
","łaskawość
"
"adjust
","dostosować
"
"cosmetics
","kosmetyki
"
"dothey
","czy oni
"
"shockingly
","niemożliwie
"
"proves
","udowadnia
"
"philosophera
","philosophera
"
"pies
","ciasta
"
"iron-foundry
","odlewnia żelaza
"
"catechism
","katechizm
"
"conceivable
","wyobrażalny
"
"stride
","krok
"
"leas
","leas
"
"falcon
","sokół
"
"genealogical
","genealogiczny
"
"christianity
","chrześcijaństwo
"
"wailed
","zawodził
"
"reaches
","sięga
"
"dimly
","mętnie
"
"pupils
","uczniowie
"
"gorge
","wąwóz
"
"cramped
","zbity
"
"audacity
","śmiałość
"
"oils
","obrazy olejne
"
"unfolded
","rozłożony
"
"rank
","ranga
"
"said
","powiedziany
"
"raptly
","entuzjastycznie
"
"histhis
","jego
"
"habits
","zwyczaje
"
"values
","wartości
"
"thus
","a zatem
"
"reciprocate
","odwzajemniać
"
"rest
","reszta
"
"incensed
","wściekły
"
"lotion
","płyn kosmetyczny
"
"scripturethe
","Pismo Święte
"
"blotched
","poplamione
"
"ensuing
","wynikający
"
"select
","Wybierz
"
"part
","część
"
"utmost
","najwyższy
"
"fouler
","brudniejszy
"
"heartily
","serdecznie
"
"mists
","mgły
"
"curved
","zakrzywiony
"
"recollection
","wspomnienie
"
"sheen
","połysk
"
"stearin
","stearyna
"
"propensity
","skłonność
"
"perfidious
","perfidny
"
"difficult
","trudny
"
"choked
","zakrztusił się
"
"whispering
","szeptanie
"
"proceedings
","obrady
"
"torrent
","potok
"
"even
","parzysty
"
"pernambuco
","pernambuco
"
"raillery
","drwiny
"
"splashing
","rozpryskiwanie
"
"clump
","kępa
"
"captivating
","urzekający
"
"tactics
","taktyka
"
"spices
","przyprawy
"
"salvation
","zbawienie
"
"morning
","ranek
"
"pushier
","bardziej nachalny
"
"morrow
","nazajutrz
"
"eg
","na przykład
"
"inspiring
","inspirujące
"
"grumble
","narzekać
"
"crib
","łóżeczko
"
"manages
","zarządza
"
"itching
","swędzący
"
"helmuth
","Helmuth
"
"wrongs
","krzywdy
"
"intimates
","bliscy
"
"metallic
","metaliczny
"
"untrodden
","niezbadany
"
"insanity
","niepoczytalność
"
"purposeless
","bezcelowy
"
"crashing
","upaść
"
"barefoot
","boso
"
"mon
","pon
"
"unexplanatory
","niewytłumaczalne
"
"sniff
","wąchać
"
"near
","Blisko
"
"northumberland
","Northumberland
"
"far-distant
","daleko odległy
"
"bulky
","gruby
"
"dogmaticalvery
","dogmatyczny bardzo
"
"adrift
","dryfujący
"
"danaldean
","danaldean
"
"peculiarities
","osobliwości
"
"intelligible
","zrozumiały
"
"cherishing
","pielęgnowanie
"
"developing
","rozwijający się
"
"after-dinner
","po kolacji
"
"stunts
","akrobacje
"
"aspirations
","aspiracje
"
"establishmentas
","establishmentas
"
"party
","przyjęcie
"
"clothes
","ubranie
"
"glass
","szkło
"
"flesh
","ciało
"
"card
","karta
"
"history
","historia
"
"chatty
","gawędziarski
"
"cupboard
","kredens
"
"restoration
","przywrócenie
"
"millers
","młynarze
"
"impossible
","niemożliwy
"
"one-fifteen
","pierwsza piętnaście
"
"manage
","zarządzać
"
"existent
","istniejący
"
"natures
","natury
"
"housea
","housea
"
"'stick
","'kij
"
"folding-doors
","drzwi składane
"
"dialogue
","dialog
"
"spanish
","hiszpański
"
"touchy
","drażliwy
"
"unclosethese
","unclosethese
"
"ribs
","żebra
"
"advice
","Rada
"
"century
","stulecie
"
"cawing
","krakanie
"
"diademed
","diademed
"
"natural
","naturalny
"
"bad-tempered
","zły humor
"
"mouschi's
","mouschi's
"
"desert-dishes
","dania deserowe
"
"faux
","fałszywe
"
"robber-path
","ścieżka rabusia
"
"darknessand
","ciemność i
"
"impatient
","Niecierpliwy
"
"vulcana
","vulcana
"
"sweep
","zamiatać
"
"chains
","więzy
"
"tossed
","rzucił
"
"youll
","youll
"
"mason
","mason
"
"parcel
","paczka
"
"expected
","spodziewany
"
"quicker
","szybciej
"
"avalanche
","lawina
"
"unemployed
","bezrobotny
"
"shrubbery
","zagajnik
"
"striking
","uderzający
"
"coiled
","zwinięty
"
"liberally
","liberalny
"
"anatomical
","anatomiczny
"
"fans
","Fani
"
"conviction
","przekonanie
"
"square-made
","kwadratowe
"
"chords
","akordy
"
"knowbeing
","wiedza
"
"tant
","tant
"
"himi
","himi
"
"collect
","zebrać
"
"grocers
","sklepy spożywcze
"
"flirted
","flirtował
"
"includedascribe
","zawiera subskrypcję
"
"rye
","żyto
"
"their
","ich
"
"accommodating
","uprzejmy
"
"unimpressionable
","niewzruszony
"
"crisis
","kryzys
"
"vitality
","witalność
"
"sing
","śpiewać
"
"victory
","zwycięstwo
"
"indiaman
","indiaman
"
"divine
","boski
"
"poolethat
","poolethat
"
"rapt
","skupiony
"
"converted
","przekształcony
"
"refrain
","refren
"
"relationsor
","relator
"
"purses
","torebki
"
"languidly
","leniwie
"
"tribesand
","plemiona i
"
"sirand
","sirand
"
"figuring
","myślenie
"
"werner
","werner
"
"suddenly
","nagle
"
"omit
","pomijać
"
"housekeeper
","gospodyni domowa
"
"houseyou
","houseyou
"
"korner
","korner
"
"watched
","Obejrzane
"
"yaas
","tak
"
"set
","zestaw
"
"squeaky
","piskliwy
"
"payment
","Zapłata
"
"groggy
","podpity
"
"uncivilized
","dziki
"
"selfishly
","samolubnie
"
"chirping
","ćwierkanie
"
"energy
","energia
"
"discoursemy
","discoursemy
"
"accompanying
","towarzyszący
"
"aquiline
","orli
"
"sniveling
","chichotanie
"
"praying
","modląc się
"
"sardines
","sardynki
"
"flushed
","zarumieniony
"
"werewas
","wilkołaki
"
"againlike
","znowu jak
"
"sprightly
","rześki
"
"antipathiessuch
","antypatie takie
"
"windgood-bye
","windgood-bye
"
"bias
","stronniczość
"
"anything
","byle co
"
"passionately
","namiętnie
"
"alienates
","alienuje
"
"scold
","nakrzyczeć
"
"separated
","rozdzielony
"
"predominant
","dominujący
"
"waist-coat
","kamizelka
"
"under
","pod
"
"represent
","przedstawiać
"
"volunteered
","zgłosił się na ochotnika
"
"imperiously
","władczo
"
"foliageno
","foliageno
"
"unuttered
","niewypowiedziane
"
"insults
","Obelgi
"
"reduce
","zmniejszyć
"
"shouted
","krzyknął
"
"backside
","tyłek
"
"talent
","talent
"
"mopping
","mycie
"
"dumped
","porzucone
"
"innkeeper
","oberżysta
"
"dart
","strzałka
"
"governesses
","guwernantki
"
"safe
","bezpieczny
"
"therefore
","w związku z tym
"
"coined
","wymyślony
"
"rizzio
","rizzio
"
